Chr,Meth.x,Locus,gene_id,feature,Description
NW_026262581.1,0,9665744,LOC127699297,intron,uncharacterized LOC127699297
NW_026262581.1,0,9685377,NA,interg,NA
NW_026262581.1,0,9685394,NA,interg,NA
NW_026262581.1,0,9685421,NA,interg,NA
NW_026262581.1,0,9685428,NA,interg,NA
NW_026262581.1,0,9685452,NA,interg,NA
NW_026262581.1,0,9685477,NA,interg,NA
NW_026262581.1,0,9733151,LOC127699765,intron,caspase-3-like
NW_026262581.1,0,9733185,LOC127699765,intron,caspase-3-like
NW_026262581.1,0,9974916,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,9974929,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,9974951,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,9974955,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,9974976,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,9975002,LOC127699369,intron,uncharacterized LOC127699369
NW_026262581.1,0,10049348,NA,interg,NA
NW_026262581.1,0,10049375,NA,interg,NA
NW_026262581.1,0,10049380,NA,interg,NA
NW_026262581.1,0,10049396,NA,interg,NA
NW_026262581.1,0,10049412,NA,interg,NA
NW_026262581.1,0,10049447,NA,interg,NA
NW_026262581.1,0,10136491,LOC127699443,intron,uncharacterized LOC127699443
NW_026262581.1,0,10136494,LOC127699443,intron,uncharacterized LOC127699443
NW_026262581.1,0,10136517,LOC127699443,intron,uncharacterized LOC127699443
NW_026262581.1,0,10136553,LOC127699443,intron,uncharacterized LOC127699443
NW_026262581.1,0,10136573,LOC127699443,intron,uncharacterized LOC127699443
NW_026262581.1,0,10183289,NA,interg,NA
NW_026262581.1,0,10183302,NA,interg,NA
NW_026262581.1,0,10183315,NA,interg,NA
NW_026262581.1,0,10183318,NA,interg,NA
NW_026262581.1,0,10205876,NA,interg,NA
NW_026262581.1,0,10205891,NA,interg,NA
NW_026262581.1,0,10205898,NA,interg,NA
NW_026262581.1,0,10205906,NA,interg,NA
NW_026262581.1,0,10205929,NA,interg,NA
NW_026262581.1,0,10205937,NA,interg,NA
NW_026262581.1,0,10205958,NA,interg,NA
NW_026262581.1,0,10211615,NA,interg,NA
NW_026262581.1,0,10211635,NA,interg,NA
NW_026262581.1,0,10211662,NA,interg,NA
NW_026262581.1,0,10211671,NA,interg,NA
NW_026262581.1,0,10880859,NA,interg,NA
NW_026262581.1,0,10880869,NA,interg,NA
NW_026262581.1,0,10880948,NA,interg,NA
NW_026262581.1,0,11120449,NA,interg,NA
NW_026262581.1,0,11120590,NA,interg,NA
NW_026262581.1,0,11199370,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199377,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199395,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199409,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199421,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199423,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199426,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199442,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199455,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199477,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199484,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199797,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199804,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199822,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199848,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199850,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199853,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199869,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199882,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199904,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11199911,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200178,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200185,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200215,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200230,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200233,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200235,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200247,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200280,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11200287,LOC127698634,intron,histidine ammonia-lyase-like
NW_026262581.1,0,11636500,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11636545,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11636547,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11636606,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11636611,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11636626,LOC127700068,intron,uncharacterized LOC127700068
NW_026262581.1,0,11751658,LOC127700280,intron,coiled-coil domain-containing protein 178-like
NW_026262581.1,0,11751678,LOC127700280,intron,coiled-coil domain-containing protein 178-like
NW_026262581.1,0,11751714,LOC127700280,intron,coiled-coil domain-containing protein 178-like
NW_026262581.1,0,11751735,LOC127700280,intron,coiled-coil domain-containing protein 178-like
NW_026262581.1,0,11751780,LOC127700280,intron,coiled-coil domain-containing protein 178-like
NW_026262581.1,0,11984740,NA,interg,NA
NW_026262581.1,0,11984768,NA,interg,NA
NW_026262581.1,0,11984805,NA,interg,NA
NW_026262581.1,0,12000696,LOC127700762,promoter,uncharacterized LOC127700762
NW_026262581.1,0,12000704,LOC127700762,promoter,uncharacterized LOC127700762
NW_026262581.1,0,12000731,LOC127700762,promoter,uncharacterized LOC127700762
NW_026262581.1,0,12000734,LOC127700762,promoter,uncharacterized LOC127700762
NW_026262581.1,0,12000749,NA,interg,NA
NW_026262581.1,0,12000752,NA,interg,NA
NW_026262581.1,0,12000766,NA,interg,NA
NW_026262581.1,0,12000781,NA,interg,NA
NW_026262581.1,0,12000812,NA,interg,NA
NW_026262581.1,0,12128184,LOC127700423,intron,uncharacterized LOC127700423
NW_026262581.1,0,12128195,LOC127700423,intron,uncharacterized LOC127700423
NW_026262581.1,1,12128241,LOC127700423,intron,uncharacterized LOC127700423
NW_026262581.1,0,12128244,LOC127700423,intron,uncharacterized LOC127700423
NW_026262581.1,0,12165446,NA,interg,NA
NW_026262581.1,0,12165483,NA,interg,NA
NW_026262581.1,0,12165486,NA,interg,NA
NW_026262581.1,0,12165513,NA,interg,NA
NW_026262581.1,0,12207415,LOC127734164,exon,electroneutral sodium bicarbonate exchanger 1-like
NW_026262581.1,0,12207430,LOC127734164,exon,electroneutral sodium bicarbonate exchanger 1-like
NW_026262581.1,0,12207448,LOC127734164,exon,electroneutral sodium bicarbonate exchanger 1-like
NW_026262581.1,0,12207487,LOC127734164,exon,electroneutral sodium bicarbonate exchanger 1-like
NW_026262581.1,0,12207502,LOC127734164,exon,electroneutral sodium bicarbonate exchanger 1-like
NW_026262581.1,0,12243532,NA,interg,NA
NW_026262581.1,0,12243569,NA,interg,NA
NW_026262581.1,0,12243572,NA,interg,NA
NW_026262581.1,0,12243581,NA,interg,NA
NW_026262581.1,0,12243598,NA,interg,NA
NW_026262581.1,0,12243615,NA,interg,NA
NW_026262581.1,0,12446421,NA,interg,NA
NW_026262581.1,0,12446469,NA,interg,NA
NW_026262581.1,0,12446499,NA,interg,NA
NW_026262581.1,0,12609340,NA,interg,NA
NW_026262581.1,0,12609365,NA,interg,NA
NW_026262581.1,0,12609368,NA,interg,NA
NW_026262581.1,0,12609405,NA,interg,NA
NW_026262581.1,0,12629492,LOC127704159,exon,methyl-CpG-binding domain protein 4-like
NW_026262581.1,0,12629622,LOC127704159,exon,methyl-CpG-binding domain protein 4-like
NW_026262581.1,0,12682241,LOC127734930,exon,uncharacterized LOC127734930
NW_026262581.1,0,12682267,LOC127734930,exon,uncharacterized LOC127734930
NW_026262581.1,0,12682319,LOC127734930,exon,uncharacterized LOC127734930
NW_026262581.1,0,12753450,NA,interg,NA
NW_026262581.1,0,12753475,NA,interg,NA
NW_026262581.1,0,12753515,NA,interg,NA
NW_026262581.1,0,13122540,LOC127706020,promoter,universal stress protein in QAH/OAS sulfhydrylase 3'region-like
NW_026262581.1,0,13122609,LOC127706020,promoter,universal stress protein in QAH/OAS sulfhydrylase 3'region-like
NW_026262581.1,0,13122617,LOC127706020,promoter,universal stress protein in QAH/OAS sulfhydrylase 3'region-like
NW_026262581.1,0,13152604,NA,interg,NA
NW_026262581.1,0,13152647,NA,interg,NA
NW_026262581.1,0,13152669,NA,interg,NA
NW_026262581.1,0,13152696,NA,interg,NA
NW_026262581.1,0,13152768,NA,interg,NA
NW_026262581.1,0,13152845,NA,interg,NA
NW_026262581.1,0,13169999,NA,interg,NA
NW_026262581.1,0,13170034,NA,interg,NA
NW_026262581.1,0,13170036,NA,interg,NA
NW_026262581.1,0,13170092,NA,interg,NA
NW_026262581.1,0,13320548,LOC127705470,intron,uncharacterized LOC127705470
NW_026262581.1,0,13320596,LOC127705470,intron,uncharacterized LOC127705470
NW_026262581.1,0,13320616,LOC127705470,intron,uncharacterized LOC127705470
NW_026262581.1,0,13356176,LOC127706252,intron,protein PFC0760c-like
NW_026262581.1,0,13430380,NA,interg,NA
NW_026262581.1,0,13430417,NA,interg,NA
NW_026262581.1,0,13430445,NA,interg,NA
NW_026262581.1,0,13430462,NA,interg,NA
NW_026262581.1,0,13430476,NA,interg,NA
NW_026262581.1,0,13430489,NA,interg,NA
NW_026262581.1,0,13430503,NA,interg,NA
NW_026262581.1,0,13430521,NA,interg,NA
NW_026262581.1,0,13430538,NA,interg,NA
NW_026262581.1,0,13430552,NA,interg,NA
NW_026262581.1,0,13611722,LOC127707310,intron,mannan-binding lectin serine protease 2-like
NW_026262581.1,0,13611746,LOC127707310,intron,mannan-binding lectin serine protease 2-like
NW_026262581.1,0,13611759,LOC127707310,intron,mannan-binding lectin serine protease 2-like
NW_026262581.1,0,13611762,LOC127707310,intron,mannan-binding lectin serine protease 2-like
NW_026262581.1,0,13611787,LOC127707310,intron,mannan-binding lectin serine protease 2-like
NW_026262581.1,0,13678927,NA,interg,NA
NW_026262581.1,0,13678933,NA,interg,NA
NW_026262581.1,0,13678943,NA,interg,NA
NW_026262581.1,0,13678948,NA,interg,NA
NW_026262581.1,0,13678994,NA,interg,NA
NW_026262581.1,0,14403022,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14403071,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14403082,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14403088,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14560356,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14560393,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14560396,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14560421,LOC127708860,intron,pleckstrin homology domain-containing family G member 7-like
NW_026262581.1,0,14763079,NA,interg,NA
NW_026262581.1,0,14763116,NA,interg,NA
NW_026262581.1,0,14763119,NA,interg,NA
NW_026262581.1,0,14763144,NA,interg,NA
NW_026262581.1,0,14803450,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14803460,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14803471,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14803488,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14803491,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14803511,LOC127710940,intron,uncharacterized LOC127710940
NW_026262581.1,0,14825963,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14825968,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14825979,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14825983,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14826039,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14826046,LOC127711443,intron,uncharacterized LOC127711443
NW_026262581.1,0,14974163,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,14974186,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,14974208,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,14974229,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,14974231,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15019006,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15019015,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15019065,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15019073,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15019079,LOC127708670,intron,uncharacterized LOC127708670
NW_026262581.1,0,15086989,NA,interg,NA
NW_026262581.1,0,15087002,NA,interg,NA
NW_026262581.1,0,15087043,NA,interg,NA
NW_026262581.1,0,15087046,NA,interg,NA
NW_026262581.1,0,15087096,NA,interg,NA
NW_026262581.1,0,15087106,NA,interg,NA
NW_026262581.1,0,15334854,LOC127709024,intron,calcium-activated chloride channel regulator 1-like
NW_026262581.1,0,15334859,LOC127709024,intron,calcium-activated chloride channel regulator 1-like
NW_026262581.1,0,15334880,LOC127709024,intron,calcium-activated chloride channel regulator 1-like
NW_026262581.1,0,15334934,LOC127709024,intron,calcium-activated chloride channel regulator 1-like
NW_026262581.1,0,15797146,LOC127710845,promoter,ficolin-2-like
NW_026262581.1,0,15797158,LOC127710845,promoter,ficolin-2-like
NW_026262581.1,0,15797177,LOC127710845,promoter,ficolin-2-like
NW_026262581.1,0,15797182,LOC127710845,promoter,ficolin-2-like
NW_026262581.1,0,15797188,LOC127710845,promoter,ficolin-2-like
NW_026262581.1,0,16050792,LOC127712534,intron,protein SSUH2 homolog
NW_026262581.1,0,16050815,LOC127712534,intron,protein SSUH2 homolog
NW_026262581.1,0,16050832,LOC127712534,intron,protein SSUH2 homolog
NW_026262581.1,0,16050857,LOC127712534,intron,protein SSUH2 homolog
NW_026262581.1,0,16050882,LOC127712534,intron,protein SSUH2 homolog
NW_026262581.1,0,16114445,LOC127712375,exon,potassium voltage-gated channel protein Shal-like
NW_026262581.1,0,16114460,LOC127712375,exon,potassium voltage-gated channel protein Shal-like
NW_026262581.1,0,16114466,LOC127712375,exon,potassium voltage-gated channel protein Shal-like
NW_026262581.1,0,16114495,LOC127712375,exon,potassium voltage-gated channel protein Shal-like
NW_026262581.1,0,16114520,LOC127712375,exon,potassium voltage-gated channel protein Shal-like
NW_026262581.1,0,16195259,NA,interg,NA
NW_026262581.1,0,16195271,NA,interg,NA
NW_026262581.1,0,16195278,NA,interg,NA
NW_026262581.1,0,16195321,NA,interg,NA
NW_026262581.1,0,16195325,NA,interg,NA
NW_026262581.1,0,16195341,NA,interg,NA
NW_026262581.1,0,16203371,NA,interg,NA
NW_026262581.1,0,16203378,NA,interg,NA
NW_026262581.1,0,16203390,NA,interg,NA
NW_026262581.1,0,16203402,NA,interg,NA
NW_026262581.1,0,16203426,NA,interg,NA
NW_026262581.1,0,16203452,NA,interg,NA
NW_026262581.1,0,16203476,NA,interg,NA
NW_026262581.1,0,16203490,NA,interg,NA
NW_026262581.1,0,16270736,NA,interg,NA
NW_026262581.1,0,16270779,NA,interg,NA
NW_026262581.1,0,16270804,NA,interg,NA
NW_026262581.1,0,16737641,NA,interg,NA
NW_026262581.1,0,16737666,NA,interg,NA
NW_026262581.1,0,16737695,NA,interg,NA
NW_026262581.1,0,16737698,NA,interg,NA
NW_026262581.1,0,16869291,NA,interg,NA
NW_026262581.1,0,16869315,NA,interg,NA
NW_026262581.1,0,16869328,NA,interg,NA
NW_026262581.1,0,16869336,NA,interg,NA
NW_026262581.1,0,16869351,NA,interg,NA
NW_026262581.1,0,16869398,NA,interg,NA
NW_026262581.1,0,16869431,NA,interg,NA
NW_026262581.1,0,16869445,NA,interg,NA
NW_026262581.1,0,17007170,NA,interg,NA
NW_026262581.1,0,17007213,NA,interg,NA
NW_026262581.1,0,17007223,NA,interg,NA
NW_026262581.1,0,17007237,NA,interg,NA
NW_026262581.1,0,17007251,NA,interg,NA
NW_026262581.1,0,17007261,NA,interg,NA
NW_026262581.1,0,17008422,NA,interg,NA
NW_026262581.1,0,17008442,NA,interg,NA
NW_026262581.1,0,17008452,NA,interg,NA
NW_026262581.1,0,17008463,NA,interg,NA
NW_026262581.1,0,17008473,NA,interg,NA
NW_026262581.1,0,17008493,NA,interg,NA
NW_026262581.1,0,17008503,NA,interg,NA
NW_026262581.1,0,17045337,NA,interg,NA
NW_026262581.1,0,17045341,NA,interg,NA
NW_026262581.1,0,17045349,NA,interg,NA
NW_026262581.1,0,17045364,NA,interg,NA
NW_026262581.1,0,17045377,NA,interg,NA
NW_026262581.1,0,17045382,NA,interg,NA
NW_026262581.1,0,17045386,NA,interg,NA
NW_026262581.1,0,17045414,NA,interg,NA
NW_026262581.1,0,17064394,NA,interg,NA
NW_026262581.1,0,17064410,NA,interg,NA
NW_026262581.1,0,17064422,NA,interg,NA
NW_026262581.1,0,17064425,NA,interg,NA
NW_026262581.1,0,17064446,NA,interg,NA
NW_026262581.1,0,17064842,NA,interg,NA
NW_026262581.1,0,17064847,NA,interg,NA
NW_026262581.1,0,17064873,NA,interg,NA
NW_026262581.1,0,17064884,NA,interg,NA
NW_026262581.1,0,17064904,NA,interg,NA
NW_026262581.1,0,17064925,NA,interg,NA
NW_026262581.1,0,17064933,NA,interg,NA
NW_026262581.1,0,17064951,NA,interg,NA
NW_026262581.1,0,17064958,NA,interg,NA
NW_026262581.1,0,17064980,NA,interg,NA
NW_026262581.1,0,17078110,NA,interg,NA
NW_026262581.1,0,17078179,NA,interg,NA
NW_026262581.1,0,17083144,NA,interg,NA
NW_026262581.1,0,17083186,NA,interg,NA
NW_026262581.1,0,17083225,NA,interg,NA
NW_026262581.1,0,17083810,NA,interg,NA
NW_026262581.1,0,17083858,NA,interg,NA
NW_026262581.1,0,17083862,NA,interg,NA
NW_026262581.1,0,17083897,NA,interg,NA
NW_026262581.1,0,17085660,NA,interg,NA
NW_026262581.1,0,17085708,NA,interg,NA
NW_026262581.1,0,17085712,NA,interg,NA
NW_026262581.1,0,17085747,NA,interg,NA
NW_026262581.1,0,17087108,NA,interg,NA
NW_026262581.1,0,17088974,NA,interg,NA
NW_026262581.1,0,17089061,NA,interg,NA
NW_026262581.1,0,17092551,LOC127705072,intron,uncharacterized LOC127705072
NW_026262581.1,0,17092576,LOC127705072,intron,uncharacterized LOC127705072
NW_026262581.1,0,17092579,LOC127705072,intron,uncharacterized LOC127705072
NW_026262581.1,0,17092616,LOC127705072,intron,uncharacterized LOC127705072
NW_026262581.1,0,17127199,NA,interg,NA
NW_026262581.1,0,17127324,NA,interg,NA
NW_026262581.1,0,17127393,NA,interg,NA
NW_026262581.1,0,17245644,LOC127700213,intron,cyclin-dependent kinase 17-like
NW_026262581.1,0,17245753,LOC127700213,intron,cyclin-dependent kinase 17-like
NW_026262581.1,0,17347581,LOC127700445,exon,uncharacterized LOC127700445
NW_026262581.1,0,17347607,LOC127700445,exon,uncharacterized LOC127700445
NW_026262581.1,0,17347612,LOC127700445,exon,uncharacterized LOC127700445
NW_026262581.1,0,17347621,LOC127700445,exon,uncharacterized LOC127700445
NW_026262581.1,0,17347704,LOC127700445,exon,uncharacterized LOC127700445
NW_026262581.1,0,17846903,NA,interg,NA
NW_026262581.1,0,17846941,NA,interg,NA
NW_026262581.1,0,17846958,NA,interg,NA
NW_026262581.1,0,17911733,NA,interg,NA
NW_026262581.1,0,17911770,NA,interg,NA
NW_026262581.1,0,17911773,NA,interg,NA
NW_026262581.1,0,17911798,NA,interg,NA
NW_026262581.1,0,18429543,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18429587,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18429592,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18429611,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18429636,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18429659,LOC127700015,intron,receptor-type tyrosine-protein phosphatase alpha-like
NW_026262581.1,0,18692496,LOC127700008,intron,receptor-type tyrosine-protein phosphatase mu-like
